,date,low,high,open,close,SMA,FRAMA,TEMA,test,diff,symbol,beta,alpha,gauss,ATR_diff,ATR,Line,upper_band,lower_band,upper_band_1,lower_band_1,upper_band_2,lower_band_2
14,2019-04-17,7598.75,7733.5,7644.0,7689.75,,7689.75,7661.619795271687,5,1626.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7522.93238874061,134.75,265.46013555063803,7522.93238874061,7788.392524291248,7257.4722531899715,7947.66860562163,7098.196171859589,7894.576578511503,7151.288198969717
15,2019-04-25,7660.25,7879.5,7691.5,7798.5,,7798.5,7752.053694486537,5,2634.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7610.622726281783,219.25,261.2592141369436,7610.622726281783,7871.881940418726,7349.36351214484,8028.637468900893,7192.607983662673,7976.385626073504,7244.859826490062
16,2019-05-02,7682.25,7867.75,7799.25,7734.25,,7734.25,7796.821016540375,5,4265.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7670.8493798870795,185.5,254.37201285176693,7670.8493798870795,7925.221392738847,7416.477367035312,8077.8446004499065,7263.854159324253,8026.970197879553,7314.728561894606
17,2019-05-09,7481.0,7872.5,7739.0,7595.25,,7595.25,7785.239306453417,5,6904.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7679.0839751229105,391.5,266.83819350160627,7679.0839751229105,7945.922168624516,7412.245781621305,8106.02508472548,7252.142865520341,8052.6574460251595,7305.5105042206615
18,2019-05-16,7290.0,7654.5,7591.0,7600.25,,7600.25,7773.291177387278,5,11174.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7661.445883195163,364.5,275.71653954691476,7661.445883195163,7937.162422742078,7385.729343648249,8102.592346470227,7220.299419920099,8047.449038560844,7275.4427278294825
19,2019-05-23,7268.0,7620.0,7600.75,7311.0,,7311.0,7676.942677771566,5,18083.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7586.776083103908,352.0,282.6513995881043,7586.776083103908,7869.427482692012,7304.124683515804,8039.018322444875,7134.533843762941,7982.488042527254,7191.064123680561
20,2019-05-31,7129.25,7379.75,7316.75,7133.5,7226.8452380952385,7263.614356665517,7547.6900703752735,5,29262.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7464.144415963761,250.5,279.7285450800948,7464.144415963761,7743.872961043856,7184.415870883667,7911.710088091913,7016.578743835609,7855.764379075894,7072.524452851629
21,2019-06-07,6941.25,7453.0,7110.0,7419.5,7270.797619047619,7301.416484441766,7523.351541294802,5,47350.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7397.609993863443,511.75,300.821404618268,7397.609993863443,7698.431398481712,7096.788589245175,7878.924241252672,6916.295746474215,7818.759960329018,6976.4600273978685
22,2019-06-14,7421.0,7600.75,7469.0,7478.25,7315.238095238095,7321.591784499218,7518.7933373794485,5,76617.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7392.203499507657,179.75,289.8149132893345,7392.203499507657,7682.0184127969915,7102.388586218323,7855.907360770592,6928.4996382447225,7797.944378112726,6986.462620902589
23,2019-06-21,7476.0,7793.0,7481.0,7723.60986328125,7366.219517299107,7336.533173004305,7581.112483487761,5,123972.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7458.245249864386,317.0,292.2862848084859,7458.245249864386,7750.531534672872,7165.9589650559,7925.903305557964,6990.587194170808,7867.446048596266,7049.044451132506
24,2019-06-28,7609.5,7794.25,7744.5,7693.75,7416.457612537202,7346.5651824876095,7621.611343315074,5,200594.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7538.67532125947,184.75,282.51025891680536,7538.67532125947,7821.185580176276,7256.165062342665,7990.691735526359,7086.658906992582,7934.189683742998,7143.160958775943
25,2019-07-08,7759.0,7909.75,7781.5,7801.0,7454.219517299107,7352.684898519701,7681.547024433711,5,324571.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7622.266880549603,150.75,270.5320535607321,7622.266880549603,7892.798934110336,7351.734826988871,8055.118166246774,7189.415594852432,8001.011755534628,7243.522005564579
26,2019-07-15,7743.0,7992.0,7802.25,7986.75,7500.32666015625,7367.596529025178,7777.834642174069,5,525170.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7725.243656886815,249.0,268.5745941461201,7725.243656886815,7993.818251032935,7456.669062740695,8154.963007520608,7295.524306253023,8101.248088691384,7349.239225082247
27,2019-07-22,7815.25,8001.5,7982.75,7924.75,7540.874279203869,7380.69938971665,7837.224895533935,5,849746.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7808.634185722864,186.25,261.09054013283645,7808.634185722864,8069.7247258557,7547.543645590027,8226.379049935402,7390.889321510325,8174.1609419088345,7443.107429536893
28,2019-07-29,7908.0,8051.75,7926.5,8001.25,7582.755231584822,7406.836973683429,7903.291478248317,5,1374921.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7876.808681069109,143.75,250.4232183025786,7876.808681069109,8127.231899371688,7626.3854627665305,8277.485830353235,7476.131531784984,8227.40118669272,7526.216175445499
29,2019-08-05,7359.75,8020.0,8004.25,7385.25,7595.802850632441,7405.716966711218,7792.942309052976,5,2224672.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7814.048339252637,660.25,287.6801984568896,7814.048339252637,8101.728537709526,7526.368140795747,8274.33665678366,7353.760021721613,8216.800617092282,7411.296061412992
30,2019-08-12,7224.5,7738.5,7349.0,7566.75,7610.040945870535,7417.860315696508,7748.631961671163,5,3599598.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7724.0903789866625,514.0,308.2547258698997,7724.0903789866625,8032.345104856562,7415.835653116763,8217.297940378501,7230.882817594823,8155.646995204522,7292.533762768803
31,2019-08-19,7388.25,7789.5,7570.25,7727.5,7625.183803013393,7441.20995191338,7752.872286510006,5,5824275.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7684.278098093239,401.25,316.7088416999088,7684.278098093239,8000.986939793148,7367.569256393331,8191.012244813093,7177.543951373385,8127.670476473111,7240.8857197133675
32,2019-08-26,7353.25,7782.25,7717.25,7590.5,7637.374279203869,7452.467773472858,7719.624897008533,5,9423878.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7657.21857951009,429.0,326.9171288180989,7657.21857951009,7984.135708328189,7330.301450691992,8180.285985619049,7134.151173401132,8114.902559855429,7199.534599164752
33,2019-09-03,7504.25,7770.5,7591.5,7617.5,7639.052850632441,7464.912697844026,7698.387191051655,5,15248158.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7639.346645558256,266.25,321.40193528918076,7639.346645558256,7960.748580847437,7317.944710269075,8153.589742020945,7125.103549095566,8089.3093549631085,7189.383936153403
34,2019-09-10,7608.5,7895.0,7614.25,7815.0,7647.32666015625,7491.312450730598,7730.950945793346,5,24672041.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7664.98718168833,286.5,318.2290320810734,7664.98718168833,7983.216213769403,7346.758149607256,8174.153633018047,7155.820730358612,8110.507826601833,7219.466536774827
35,2019-09-17,7776.25,7982.75,7818.5,7890.25,7656.874279203869,7521.009212397595,7776.0689112727505,5,39920204.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7723.1334835892785,206.5,308.07184734643033,7723.1334835892785,8031.205330935709,7415.061636242848,8216.048439343567,7230.21852783499,8154.434069874281,7291.832897304276
36,2019-09-24,7701.75,7951.0,7890.75,7735.25,7653.862374441965,7527.512769707601,7772.480865308387,5,64592250.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7754.117620763645,249.25,302.724406678573,7754.117620763645,8056.842027442219,7451.393214085072,8238.476671449362,7269.758570077928,8177.931790113647,7330.303451413643
37,2019-10-01,7641.0,7844.25,7738.25,7695.5,7652.017136346726,7532.612240222914,7758.45967841977,5,104512459.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7752.482982843295,203.25,293.68127879870275,7752.482982843295,8046.164261641998,7458.801704044592,8222.37302892122,7282.592936765371,8163.636773161479,7341.329192525111
38,2019-10-08,7474.25,7799.75,7711.0,7622.0,7653.290945870535,7536.871447447418,7727.443918695325,5,169104714.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7723.771686342121,325.5,296.5738898170025,7723.771686342121,8020.345576159123,7427.197796525119,8198.289910049325,7249.253462634917,8138.975132085925,7308.568240598317
39,2019-10-15,7583.25,7971.75,7621.0,7959.75,7670.409993489583,7572.3171872673865,7787.05758709394,5,273617178.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7751.530848078105,388.5,304.9308089245477,7751.530848078105,8056.461657002653,7446.600039153557,8239.420142357381,7263.641553798829,8178.433980572472,7324.627715583738
40,2019-10-22,7835.75,7994.75,7960.0,7858.75,7696.493326822917,7585.006121942917,7809.766817291849,5,442721897.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7791.20766514675,159.0,291.6643717495888,7791.20766514675,8082.872036896339,7499.543293397161,8257.870659946091,7324.544670347407,8199.537785596174,7382.877544697325
41,2019-10-29,7810.25,8127.5,7846.25,8055.25,7740.386183965774,7604.697329241289,7877.305746030477,5,716339080.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7857.507457407594,317.25,293.9903379541716,7857.507457407594,8151.497795361766,7563.517119453422,8327.89199813427,7387.12291668092,8269.093930543435,7445.920984271754
42,2019-11-05,8020.5,8248.0,8057.25,8210.75,7778.064755394345,7652.803659616572,7971.117853699923,5,1159060982.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7954.239785731501,227.5,287.94576177651965,7954.239785731501,8242.185547508021,7666.294023954982,8414.953004573932,7493.52656688907,8357.363852218628,7551.115719244373
43,2019-11-12,8161.0,8300.25,8208.0,8275.0,7816.005231584822,7711.77449909429,8063.172391082622,5,1875400067.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8058.376962262012,139.25,274.4279652513815,8058.376962262012,8332.804927513394,7783.948997010631,8497.461706664222,7619.292217859802,8442.576113613946,7674.177810910078
44,2019-11-19,8216.25,8379.0,8273.0,8341.5,7845.428571428572,7780.385368066897,8153.986185392997,5,3034461054.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8155.587223051603,162.75,264.2754229558014,8155.587223051603,8419.862646007405,7891.311800095802,8578.427899780885,7732.746546322322,8525.572815189726,7785.601630913481
45,2019-11-26,8231.0,8422.0,8333.0,8400.75,7879.0952380952385,7855.9019595706495,8241.619429680932,5,4909861126.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8241.231852397219,191.0,257.61402086891036,8241.231852397219,8498.84587326613,7983.617831528309,8653.414285787476,7829.049419006962,8601.891481613693,7880.572223180745
46,2019-12-04,8168.25,8458.75,8402.75,8295.25,7902.630952380952,7909.3835166892295,8284.932270329222,5,7944322185.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8286.407433743003,290.5,260.60365533537305,8286.407433743003,8547.011089078376,8025.80377840763,8703.3732822796,7869.441585206406,8651.252551212525,7921.562316273481
47,2019-12-11,8273.25,8427.25,8296.25,8405.5,7922.571428571428,7970.285294920508,8345.764878120175,5,12854183316.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8322.28615732167,154.0,250.91241394124822,8322.28615732167,8573.19857126292,8071.373743380423,8723.746019627668,7920.826295015673,8673.563536839418,7971.008777803923
48,2019-12-18,8381.0,8612.0,8407.5,8590.25,7954.261904761905,8492.672309320864,8439.601090012953,5,20798505506.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8386.162489225782,231.0,249.10219449204382,8386.162489225782,8635.264683717825,8137.060294733738,8784.726000413053,7987.5989780385125,8734.905561514644,8037.419416936921
49,2019-12-26,8580.25,8805.0,8598.0,8804.25,7992.5,8677.78801987121,8567.722725645832,5,33652688827.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8494.24520915741,224.75,246.88835862913075,8494.24520915741,8741.13356778654,8247.35685052828,8889.26658296402,8099.223835350801,8839.888911238193,8148.601507076627
50,2020-01-03,8691.25,8907.25,8801.0,8810.0,8060.3452380952385,8810.0,8671.557393377145,5,54451194338.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8604.19305603519,216.0,244.08032602648248,8604.19305603519,8848.273382061672,8360.112730008708,8994.721577677563,8213.664534392818,8945.905512472265,8262.480599598115
51,2020-01-10,8678.0,9055.5,8772.25,8978.25,8127.559523809524,8978.25,8795.677560693657,5,88103883170.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8719.63201191832,377.5,256.2093872968023,8719.63201191832,8975.841399215122,8463.422624621518,9129.567031593204,8309.696992243436,9078.325154133843,8360.938869702797
52,2020-01-17,8979.0,9189.25,8979.0,9174.5,8196.464285714286,9174.5,8943.173626918018,5,142555077513.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8853.354990126689,210.25,252.03126117891117,8853.354990126689,9105.3862513056,8601.323728947778,9256.605008012946,8450.104972240431,9206.198755777164,8500.511224476213
53,2020-01-27,8925.5,9287.25,9174.0,8954.5,8261.416666666666,8954.5,9005.442047837008,5,230658960688.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8931.701135217574,361.75,262.0056919808283,8931.701135217574,9193.706827198403,8669.695443236746,9350.910242386899,8512.49202804825,9298.509103990733,8564.893166444415
54,2020-02-03,8952.5,9248.75,8952.5,9114.25,8332.690476190477,9085.972154483305,9092.073181436923,5,373214038206.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8990.996025004513,296.25,265.11881089166206,8990.996025004513,9256.114835896175,8725.877214112852,9415.186122431172,8566.805927577854,9362.16236025284,8619.829689756187
55,2020-02-10,9073.0,9531.5,9099.0,9527.5,8414.238095238095,9394.749703096562,9262.017473954498,5,603872998899.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9113.081386051954,458.5,282.69891899242003,9113.081386051954,9395.780305044374,8830.382467059533,9565.399656439826,8660.763115664082,9508.859872641342,8717.302899462566
56,2020-02-18,9501.25,9687.5,9525.0,9636.0,8497.369047619048,9636.0,9424.24174111138,5,977087037110.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9270.260954867392,186.25,273.93083544765454,9270.260954867392,9544.191790315046,8996.330119419737,9708.550291583639,8831.971618151145,9653.764124494108,8886.757785240676
57,2020-02-25,8810.0,9763.0,9643.25,8854.25,8550.654761904761,8854.25,9357.388430391195,5,1580960036014.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9265.239840184444,953.0,335.66439586150415,9265.239840184444,9600.904236045948,8929.57544432294,9802.30287356285,8728.176806806037,9735.16999439055,8795.309685978338
58,2020-03-03,8126.25,9037.5,8868.25,8582.5,8592.892857142857,8590.234898311764,9228.855425102833,5,2558047073129.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9115.157468358642,911.25,387.9903598740947,9115.157468358642,9503.147828232737,8727.167108484547,9735.942044157193,8494.372892560092,9658.343972182374,8571.97096453491
59,2020-03-10,7814.25,8950.0,8557.5,8331.5,8626.67857142857,8536.15170420191,9055.3924039607,5,4139007109148.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8889.472775107855,1135.75,455.9685089764497,8889.472775107855,9345.441284084305,8433.504266131406,9619.022389470174,8159.923160745536,9527.828687674884,8251.116862540826
60,2020-03-17,6927.0,8334.25,8317.0,7405.25,8600.27380952381,8372.665369129405,8677.482040558709,5,6697054182282.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8512.021595429287,1407.25,542.4486445240452,8512.021595429287,9054.470239953333,7969.572950905242,9379.93942666776,7644.103764190815,9271.44969776295,7752.593493095624
61,2020-03-24,6628.75,7649.0,7386.0,7554.75,8585.797619047618,8257.72236467996,8400.570200568833,5,10836061291435.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8154.785059274092,1020.25,585.8851313854957,8154.785059274092,8740.670190659588,7568.899927888597,9092.201269490886,7217.3688490572995,8975.024243213786,7334.545875334398
62,2020-03-31,7310.25,7995.0,7544.75,7786.25,8572.988095238095,8207.942285526724,8229.217099974834,5,17533115473722.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7938.817301975645,684.75,594.872846714087,7938.817301975645,8533.690148689731,7343.944455261558,8890.613856718184,6987.020747233106,8771.639287375367,7105.995316575923
63,2020-04-07,7376.0,8303.25,7772.5,8012.0,8563.52380952381,8186.343312938401,8144.732640794369,5,28369176765162.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,7878.585718122367,927.25,625.0889515582609,7878.585718122367,8503.674669680628,7253.496766564106,8878.728040615584,6878.44339562915,8753.710250303933,7003.461185940802
64,2020-04-15,7953.25,8710.0,8015.0,8594.0,8578.714285714286,8231.279838944622,8221.354760806844,5,45902292238889.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8003.276197615142,756.75,637.0581377802371,8003.276197615142,8640.334335395379,7366.218059834905,9022.569218063521,6983.983177166763,8895.157590507475,7111.3948047228105
65,2020-04-22,8342.0,8966.75,8576.0,8638.0,8592.833333333334,8253.24494410161,8296.975769157598,5,74271469004056.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8196.26689484138,624.75,635.9392161638518,8196.26689484138,8832.206111005231,7560.327678677528,9213.769640703542,7178.764148979217,9086.581797470772,7305.951992211987
66,2020-04-29,8498.25,9118.75,8636.25,9036.5,8623.107142857143,8403.203937817581,8459.657570055344,5,120173761242950.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8439.943975334765,620.5,634.535651058047,8439.943975334765,9074.479626392813,7805.408324276718,9455.20101702764,7424.6869336418895,9328.29388681603,7551.594063853499
67,2020-05-06,8556.25,9144.75,9109.5,8952.0,8654.380952380952,8566.819693446372,8573.35827543726,5,194445230247011.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8644.397065294157,588.5,630.3505918709518,8644.397065294157,9274.74765716511,8014.0464734232055,9652.95801228768,7635.836118300635,9526.88789391349,7761.906236674825
68,2020-05-13,8878.25,9345.5,8947.5,8992.25,8682.32142857143,8691.245566740905,8677.005745386678,5,314618991489966.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8789.870973726713,467.25,615.523265337229,8789.870973726713,9405.394239063942,8174.347708389484,9774.708198266278,7805.033749187146,9651.603545198834,7928.138402254592
69,2020-05-20,8847.0,9498.0,9012.75,9485.5,8724.952380952382,8741.16497317999,8884.646674892045,5,509064221736982.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,8972.451270633004,651.0,618.7484230338446,8972.451270633004,9591.19969366685,8353.70284759916,9962.448747487155,7982.453793778853,9838.699062880387,8106.203478385622
70,2020-05-28,9172.5,9604.0,9494.75,9460.25,8756.190476190477,8752.637274400173,9048.413815961185,5,823683213226953.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9146.202302402815,431.5,601.7258391216769,9146.202302402815,9747.928141524491,8544.476463281138,10108.963644997499,8183.440959808132,9988.618477173162,8303.786127632467
71,2020-06-04,9372.0,9742.5,9453.5,9626.25,8795.059523809523,8768.771044064404,9222.741868000034,5,1332747434963940.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9307.106093765986,370.5,580.7053082924335,9307.106093765986,9887.81140205842,8726.400785473552,10236.23458703388,8377.977600498092,10120.093525375392,8494.11866215658
72,2020-06-11,9584.5,10155.5,9643.5,9616.75,8825.464285714286,8791.639624413094,9361.428607565518,5,2156430648190898.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9431.33230472598,571.0,579.8230075385759,9431.33230472598,10011.155312264556,8851.509297187404,10359.0491167877,8503.61549266426,10243.084515279987,8619.580094171974
73,2020-06-18,9381.75,10059.0,9616.0,9995.75,8864.57142857143,8919.370831345339,9566.77531423422,5,3489178083154843.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9583.384946972034,677.25,588.6800068532508,9583.384946972034,10172.064953825284,8994.704940118783,10525.272957937235,8641.496936006832,10407.536956566584,8759.232937377483
74,2020-06-25,9843.5,10296.25,9997.25,10088.25,8918.559523809523,9062.686173969052,9755.258727039942,5,5645608731345746.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9745.587518504186,452.75,576.3227335029552,9745.587518504186,10321.910252007141,9169.26478500123,10667.703892108915,8823.471144899457,10552.439345408324,8938.735691600048
75,2020-07-02,9728.75,10422.25,10087.0,10355.75,8977.67857142857,9386.802176204397,9972.63793228776,5,9134786814500594.0,0.4053667940115862,0.4285286430149396,0.6545155332788781,9928.137459253689,693.5,586.9752122754138,9928.137459253689,10515.112671529103,9341.162246978274,10867.297798894351,8988.977119613026,10749.902756439267,9106.37216206811
76,2020-07-10,10308.75,10847.5,10352.0,10837.25,9040.047619047618,10621.042052971428,10266.427115420694,5,1.4780395545846346e+16,0.4053667940115862,0.4285286430149396,0.6545155332788781,10175.922646113298,538.75,582.591102068558,10175.922646113298,10758.513748181856,9593.33154404474,11108.068409422991,9243.776882803606,10991.55018900928,9360.295103217317
77,2020-07-17,10358.75,11058.5,10848.25,10622.5,9087.02380952381,10622.38117042786,10449.173424206272,5,2.3915182360346944e+16,0.4053667940115862,0.4285286430149396,0.6545155332788781,10372.789997080139,699.75,593.2419109714164,10372.789997080139,10966.031908051555,9779.548086108724,11321.977054634404,9423.602939525874,11203.328672440122,9542.251321720156
78,2020-07-24,10301.0,11058.0,10621.25,10459.0,9163.440476190477,10459.0,10552.129956066621,5,3.86955779061933e+16,0.4053667940115862,0.4285286430149396,0.6545155332788781,10465.190343973976,757.0,608.1290099740149,10465.190343973976,11073.31935394799,9857.061333999962,11438.1967599324,9492.183928015553,11316.570957937598,9613.809730010355
79,2020-07-31,10401.0,10939.0,10490.0,10890.5,9273.345238095239,10870.31582551317,10736.906478609617,5,6.261076026654025e+16,0.4053667940115862,0.4285286430149396,0.6545155332788781,10569.352958305713,538.0,601.7536454309226,10569.352958305713,11171.106603736636,9967.59931287479,11532.158790995189,9606.547125616238,11411.808061909005,9726.897854702422
80,2020-08-07,10876.25,11283.25,10933.25,11122.75,9406.261904761905,11122.75,10939.437873879644,5,1.0130633817273355e+17,0.4053667940115862,0.4285286430149396,0.6545155332788781,10718.690869558492,407.0,584.048768573566,10718.690869558492,11302.739638132058,10134.642100984925,11653.168899276197,9784.212839840786,11536.359145561484,9901.022593555499
81,2020-08-14,10845.5,11266.0,11140.25,11133.75,9583.809523809523,11133.545056069339,11101.09516367265,5,1.639170984392738e+17,0.4053667940115862,0.4285286430149396,0.6545155332788781,10864.924982980767,420.5,569.1806987032418,10864.924982980767,11434.105681684008,10295.744284277525,11775.614100905954,9954.23586505558,11661.777961165306,10068.072004796228
82,2020-08-21,11142.25,11573.5,11145.0,11562.0,9774.630952380952,11562.0,11332.361025240041,5,2.6522343661200736e+17,0.4053667940115862,0.4285286430149396,0.6545155332788781,11054.518787043691,431.25,556.6415442756744,11054.518787043691,11611.160331319366,10497.877242768016,11945.145257884771,10163.892316202611,11833.816949029635,10275.220625057747
83,2020-08-28,11528.25,12046.0,11581.0,11991.75,9974.892857142857,11991.75,11621.052639724167,5,4.2914053505128115e+17,0.4053667940115862,0.4285286430149396,0.6545155332788781,11313.815050060175,517.75,553.1059493415222,11313.815050060175,11866.920999401696,10760.709100718654,12198.78456900661,10428.84553111374,12088.163379138306,10539.466720982044
84,2020-09-04,11142.0,12465.25,12002.75,11548.75,10143.309523809523,11548.75,11739.348867574832,5,6.943639716632886e+17,0.4053667940115862,0.4285286430149396,0.6545155332788781,11477.062104283274,1323.25,623.1190448559292,11477.062104283274,12100.181149139204,10853.943059427344,12474.05257605276,10480.071632513787,12349.428767081574,10604.695441484973
