,date,low,high,open,close,SMA,FRAMA,WMA,TEMA,ATR_diff,ATR,Line,line_change,change_SMA,upper_band,lower_band,upper_band_1,lower_band_1,upper_band_2,lower_band_2
38,2021-04-15,13648.25,14034.25,13786.5,14014.0,12976.690476190477,13183.939392821032,13330.083333333334,13638.3977218151,386.0,590.1513154260582,13330.083333333334,1.0121145908689224,1.012114590868922,13920.234648759391,12739.932017907277,14274.325438015027,12385.841228651641,14687.431358813268,11972.7353078534
39,2021-04-22,13700.5,14059.5,14002.0,13750.25,13059.797619047618,13208.32817635268,13429.472222222223,13723.127502990405,359.0,569.1375594782347,13429.472222222223,1.007455984062782,1.0074559840627815,13998.609781700457,12860.334662743988,14340.092317387398,12518.852127057047,14738.488609022163,12120.455835422283
40,2021-04-29,13737.0,14064.0,13757.0,13953.5,13157.333333333334,13238.893248658609,13568.388888888889,13838.963140946977,327.0,547.1250540711225,13568.388888888889,1.0103441642655766,1.010344164265576,14115.513942960011,13021.263834817766,14443.788975402684,12692.988802375094,14826.776513252471,12310.001264525306
41,2021-05-06,13380.75,13956.75,13948.25,13597.75,13211.785714285714,13247.743141144229,13621.677777777777,13838.796382455703,576.0,549.7500491555659,13621.677777777777,1.0039274293599092,1.0039274293599085,14171.427826933343,13071.927728622211,14501.277856426683,12742.077699128871,14886.102890835578,12357.252664719976
42,2021-05-13,12915.0,13818.0,13614.5,13100.25,13246.702380952382,13243.340782603223,13555.111111111111,13707.729773627007,903.0,581.8636810505144,13555.111111111111,0.995113181521937,0.9951131815219363,14136.974792161625,12973.247430060597,14486.093000791934,12624.129221430288,14893.397577527294,12216.824644694929
43,2021-05-20,12954.25,13522.75,13095.0,13486.5,13285.809523809523,13251.119010298766,13557.994444444445,13692.67778634035,568.5,580.648800955013,13557.994444444445,1.000212711892193,1.0002127118921924,14138.643245399457,12977.345643489432,14487.032525972465,12628.956362916424,14893.486686640974,12222.502202247915
44,2021-05-27,13356.5,13738.75,13492.5,13665.5,13334.107142857143,13264.374315711848,13590.344444444445,13721.40213285882,382.25,562.6125463227391,13590.344444444445,1.0023860461171126,1.002386046117112,14152.956990767185,13027.731898121705,14490.524518560827,12690.164370328062,14884.353300986744,12296.335587902146
45,2021-06-04,13462.25,13783.75,13694.75,13766.75,13385.595238095239,13305.538701238322,13623.577777777778,13766.787353090613,321.5,540.6932239297629,13623.577777777778,1.0024453635792079,1.0024453635792072,14164.27100170754,13082.884553848016,14488.686936065398,12758.468619490159,14867.172192816233,12379.983362739324
46,2021-06-11,13691.5,13997.75,13773.25,13994.25,13437.845238095239,13364.038409661604,13687.266666666666,13857.671205853521,306.25,519.3802035725117,13687.266666666666,1.0046749018450039,1.0046749018450032,14206.646870239178,13167.886463094155,14518.274992382685,12856.258340950648,14881.841134883443,12492.69219844989
47,2021-06-18,13840.0,14217.75,13999.0,14107.4296875,13491.270461309523,13425.988200553635,13768.113715277777,13957.208757426879,377.75,506.50473052046516,13768.113715277777,1.0059067343816719,1.0059067343816712,14274.618445798242,13261.608984757313,14578.521284110522,12957.706146445033,14933.074595474847,12603.152835080708
48,2021-06-25,13958.5,14422.0,14022.75,14339.0,13531.913318452382,13475.512941445959,13893.198611111111,14093.353357809925,463.5,502.5952095640592,13893.198611111111,1.0090851149562001,1.0090851149561995,14395.79382067517,13390.603401547052,14697.350946413606,13089.046275808616,15049.167593108446,12737.229629113775
49,2021-07-02,14333.25,14729.0,14350.0,14713.75,13592.13950892857,13580.839413498941,14080.150173611111,14295.212889188137,395.75,492.8820086945993,14080.150173611111,1.0134563369986294,1.0134563369986285,14573.032182305711,13587.268164916512,14868.76138752247,13291.538959699752,15213.77879360869,12946.521553613533
50,2021-07-02,14513.2001953125,14729.0,14543.7998046875,14701.0,13640.746651785714,13676.122107466066,14247.657291666666,14453.607987089994,215.7998046875,467.6927174212266,14247.657291666666,1.011896685474953,1.0118966854749518,14715.350009087893,13779.96457424544,14995.96563954063,13499.348943792704,15323.350541735488,13171.964041597845
51,,,,,,,,,,,,14417.157189220528,,,14884.849906641755,13949.464471799301,15165.465537094491,13668.848841346566,15492.85043928935,13341.463939151707
52,,,,,,,,,,,,14588.673573743625,,,15056.366291164852,14120.980856322398,15336.981921617587,13840.365225869662,15664.366823812446,13512.980323674803
53,,,,,,,,,,,,14762.230434747195,,,15229.923152168421,14294.537717325968,15510.538782621157,14013.922086873232,15837.923684816016,13686.537184678373
54,,,,,,,,,,,,14937.852047138143,,,15405.54476455937,14470.159329716917,15686.160395012106,14189.54369926418,16013.545297206965,13862.158797069322
55,,,,,,,,,,,,15115.562974614311,,,15583.255692035538,14647.870257193084,15863.871322488274,14367.254626740349,16191.256224683133,14039.86972454549
56,,,,,,,,,,,,15295.388073100125,,,15763.080790521351,14827.695355678898,16043.696420974087,14547.079725226162,16371.081323168946,14219.694823031303
57,,,,,,,,,,,,15477.352494223125,,,15945.045211644352,15009.659776801898,16225.660842097088,14729.044146349162,16553.045744291947,14401.659244154303
58,,,,,,,,,,,,15661.481688831858,,,16129.174406253085,15193.788971410631,16409.79003670582,14913.173340957896,16737.17493890068,14585.788438763037
59,,,,,,,,,,,,15847.801410555609,,,16315.494127976835,15380.108693134382,16596.10975842957,15099.493062681646,16923.49466062443,14772.108160486787
60,,,,,,,,,,,,16036.337719406487,,,16504.030436827714,15568.64500198526,16784.64606728045,15288.029371532524,17112.03096947531,14960.644469337665
61,,,,,,,,,,,,16227.116985424373,,,16694.8097028456,15759.424268003146,16975.425333298335,15478.80863755041,17302.810235493194,15151.42373535555
62,,,,,,,,,,,,16420.165892365214,,,16887.85860978644,15952.473174943987,17168.474240239175,15671.857544491251,17495.859142434034,15344.472642296392
63,,,,,,,,,,,,16615.511441433213,,,17083.204158854438,16147.818724011986,17363.819789307174,15867.20309355925,17691.204691502033,15539.818191364391
64,,,,,,,,,,,,16813.180955057407,,,17280.873672478632,16345.48823763618,17561.489302931368,16064.872607183444,17888.874205126227,15737.487704988585
65,,,,,,,,,,,,17013.202080713174,,,17480.8947981344,16545.50936329195,17761.510428587135,16264.893732839211,18088.895330781994,15937.508830644352
66,,,,,,,,,,,,17215.602794789214,,,17683.29551221044,16747.91007736799,17963.911142663175,16467.294446915254,18291.296044858034,16139.909544720393
67,,,,,,,,,,,,17420.411406500523,,,17888.10412392175,16952.7186890793,18168.719754374484,16672.103058626562,18496.104656569343,16344.718156431702
68,,,,,,,,,,,,17627.65656184792,,,18095.349279269147,17159.963844426697,18375.964909721883,16879.34821397396,18703.34981191674,16551.9633117791
69,,,,,,,,,,,,17837.367247624697,,,18305.059965045923,17369.674530203472,18585.67559549866,17089.058899750737,18913.060497693517,16761.673997555878
70,,,,,,,,,,,,18049.572795470896,,,,,,,,
