,date,low,high,open,close,SMA,FRAMA,WMA,TEMA,ATR_diff,ATR,Line,line_change,change_SMA,upper_band,lower_band,upper_band_1,lower_band_1,upper_band_2,lower_band_2,recent_px,dist_to_upper,dist_to_line
18,5/20/2020,8847,9498,9012.75,9485.5,,9485.5,8864.883333,8900.635404,651,640.5636059,8864.883333,1.026764302,1.026764302,9505.446939,8224.319727,9889.785103,7839.981564,10338.17963,7391.58704,14713.75,-0.353975231,-0.397510265
19,5/28/2020,9172.5,9604,9494.75,9460.25,,9460.25,9044.683333,9094.207291,431.5,621.5578235,9044.683333,1.020282275,1.020282275,9666.241157,8423.12551,10039.17585,8050.190816,10474.26633,7615.100339,14713.75,-0.343047071,-0.385290403
20,6/4/2020,9372,9742.5,9453.5,9626.25,8795.059524,9463.315667,9215.338889,9290.996592,370.5,598.734385,9215.338889,1.018868052,1.018868052,9814.073274,8616.604504,10173.3139,8257.363873,10592.42797,7838.249803,14713.75,-0.332999862,-0.37369203
21,6/11/2020,9584.5,10155.5,9643.5,9616.75,8825.464286,9467.453536,9343.205556,9440.397833,571,596.2130773,9343.205556,1.013875417,1.013875417,9939.418633,8746.992478,10297.14648,8389.264632,10714.49563,7971.915478,14713.75,-0.324480936,-0.365001746
22,6/18/2020,9381.75,10059,9616,9995.75,8864.571429,9523.494864,9511.211111,9659.595312,677.25,603.5800703,9511.211111,1.017981575,1.017981575,10114.79118,8907.631041,10476.93922,8545.482999,10899.44527,8122.97695,14713.75,-0.312561979,-0.353583477
23,6/25/2020,9843.5,10296.25,9997.25,10088.25,8918.559524,9592.739041,9666.566667,9854.64296,452.75,589.8682457,9666.566667,1.01633394,1.01633394,10256.43491,9076.698421,10610.35586,8722.777474,11023.26363,8309.869702,14713.75,-0.302935356,-0.343024948
24,7/2/2020,9728.75,10422.25,10087,10355.75,8977.678571,9783.993375,9843.194444,10077.40957,693.5,599.2893143,9843.194444,1.018272028,1.018272028,10442.48376,9243.90513,10802.05735,8884.331542,11221.55987,8464.829022,14713.75,-0.290290799,-0.331020682
25,7/10/2020,10308.75,10847.5,10352,10837.25,9040.047619,10680.24852,10086.80556,10379.1598,538.75,593.7857402,10086.80556,1.024749192,1.024749192,10680.5913,9493.019815,11036.86274,9136.748371,11452.51276,8721.098353,14713.75,-0.274108144,-0.314463984
26,7/17/2020,10358.75,11058.5,10848.25,10622.5,9087.02381,10627.20678,10245.57222,10557.05545,699.75,603.4188548,10245.57222,1.015740034,1.015740034,10848.99108,9642.153367,11211.04239,9280.102055,11633.43559,8857.708856,14713.75,-0.262663082,-0.303673624
27,7/24/2020,10301,11058,10621.25,10459,9163.440476,10459,10335.41111,10648.75518,757,617.3807771,10335.41111,1.008768557,1.008768557,10952.79189,9718.030334,11323.22035,9347.601868,11755.3869,8915.435324,14713.75,-0.255608401,-0.297567846
28,7/31/2020,10401,10939,10490,10890.5,9273.345238,10870.31583,10489.91667,10828.06203,538,610.1643428,10489.91667,1.014949145,1.014949145,11100.08101,9879.752324,11466.17962,9513.653718,11893.29466,9086.538678,14713.75,-0.245598096,-0.287067086
29,8/7/2020,10876.25,11283.25,10933.25,11122.75,9406.261905,11122.75,10659.08889,11025.51323,407,591.6948571,10659.08889,1.016127127,1.016127127,11250.78375,10067.39403,11605.80066,9712.377118,12019.98706,9298.190718,14713.75,-0.23535579,-0.275569526
30,8/14/2020,10845.5,11266,11140.25,11133.75,9583.809524,11133.54506,10797.20556,11179.49105,420.5,576.1316882,10797.20556,1.012957643,1.012957643,11373.33724,10221.07387,11719.01626,9875.394854,12122.30844,9472.102673,14713.75,-0.227026608,-0.266182615
31,8/21/2020,11142.25,11573.5,11145,11562,9774.630952,11562,10987.26111,11406.43138,431.25,562.9606257,10987.26111,1.017602291,1.017602291,11550.22174,10424.30049,11887.99811,10086.52411,12282.07055,9692.451672,14713.75,-0.215004894,-0.253265747
32,8/28/2020,11528.25,12046,11581,11991.75,9974.892857,11991.75,11228.46111,11692.56163,517.75,558.8505688,11228.46111,1.021952696,1.021952696,11787.31168,10669.61054,12122.62202,10334.3002,12513.81742,9943.104803,14713.75,-0.198891399,-0.236872917
33,9/4/2020,11142,12465.25,12002.75,11548.75,10143.30952,11548.75,11338.76111,11801.09723,1323.25,628.3414262,11338.76111,1.009823252,1.009823252,11967.10254,10710.41968,12344.10739,10333.41483,12783.94639,9893.575831,14713.75,-0.186672158,-0.229376528
34,9/14/2020,10935.25,11585,11531,11280.5,10271.2381,11280.5,11368.9,11809.76291,649.75,630.2876602,11368.9,1.002658041,1.002658041,11999.18766,10738.61234,12377.36026,10360.43974,12818.56162,9919.238382,14713.75,-0.184491536,-0.227328179
35,9/21/2020,10656.5,11550,11278.5,10989,10383.19048,11146.6498,11330.88889,11731.48971,893.5,654.2160547,11330.88889,0.996656571,0.996656571,11985.10494,10676.67283,12377.63458,10284.1432,12835.58581,9826.191963,14713.75,-0.185448649,-0.229911553
36,9/28/2020,10660.25,11404,10966.25,11394.75,10495.4881,11259.45543,11365.88333,11761.24752,743.75,662.3555043,11365.88333,1.003088411,1.003088411,12028.23884,10703.52783,12425.65214,10306.11453,12889.30099,9842.465674,14713.75,-0.182517112,-0.227533203
37,10/5/2020,11167,11604.75,11388,11469.25,10615.35714,11469.25,11394.98333,11795.52546,437.75,641.9368221,11394.98333,1.002560294,1.002560294,12036.92016,10753.04651,12422.08225,10367.88442,12871.43802,9918.528643,14713.75,-0.181927098,-0.225555461
38,10/12/2020,11197.5,12197,11473,12098.25,10763.2619,12098.25,11537.02222,11974.8977,999.5,674.4425655,11537.02222,1.012465037,1.012465037,12211.46479,10862.57966,12616.13033,10457.91412,13088.24012,9985.804322,14713.75,-0.17006441,-0.215901981
39,10/19/2020,11591.25,12249,12100,11650.25,10866.34524,11782.04025,11567.78333,11999.7265,657.75,672.9250596,11567.78333,1.002666296,1.002666296,12240.70839,10894.85827,12644.46343,10491.10324,13115.51097,10020.0557,14713.75,-0.168076908,-0.213811344
40,10/26/2020,11343.25,11792,11697.5,11492.25,10963.10714,11583.11779,11555.46667,11971.44675,448.75,652.5455087,11555.46667,0.998935261,0.998935261,12208.01218,10902.92116,12599.53948,10511.39385,13056.32134,10054.612,14713.75,-0.170299062,-0.21464843
41,11/2/2020,10942.25,11623,11499.5,11063.25,11031.53571,11478.09872,11458.9,11831.63559,680.75,655.1095534,11458.9,0.991643205,0.991643205,12114.00955,10803.79045,12507.07529,10410.72471,12965.65197,9952.148027,14713.75,-0.176687822,-0.221211452
42,11/9/2020,11064.5,12408.75,11074.75,11820.5,11136.47619,11501.43736,11534.41667,11900.73548,1344.25,717.7586849,11534.41667,1.00659022,1.00659022,12252.17535,10816.65798,12682.83056,10386.00277,13185.26164,9883.571691,14713.75,-0.167297572,-0.216079064
43,11/16/2020,11503.25,12065,11863.5,12005,11232.15476,11526.09595,11640.79444,11997.56346,561.75,703.5760771,11640.79444,1.00922264,1.00922264,12344.37052,10937.21837,12766.51617,10515.07272,13259.01942,10022.56947,14713.75,-0.161031653,-0.208849243
44,11/23/2020,11804.5,12096.25,12061.25,11905.25,11318.67857,11542.06109,11711.12222,12045.60462,291.75,666.1373429,11711.12222,1.006041493,1.006041493,12377.25957,11044.98488,12776.94197,10645.30247,13243.23811,10179.00633,14713.75,-0.158796394,-0.204069512
45,12/2/2020,11872.75,12512.25,11909.75,12454.25,11418.60714,11614.3084,11870.88889,12216.78829,639.5,663.7157662,11870.88889,1.013642302,1.013642302,12534.60466,11207.17312,12932.83411,10808.94366,13397.43515,10344.34263,14713.75,-0.148102649,-0.193211188
46,12/9/2020,12306.75,12675,12472,12367,11491.45238,11673.92318,11989.66111,12329.24853,368.25,636.855242,11989.66111,1.010005335,1.010005335,12626.51635,11352.80587,13008.6295,10970.69272,13454.42817,10524.89405,14713.75,-0.141855995,-0.185138995
47,12/16/2020,12218.25,12699.75,12342.75,12665.25,11588.72619,11734.65576,12148.13333,12489.8962,481.5,622.7320382,12148.13333,1.013217406,1.013217406,12770.86537,11525.4013,13144.50459,11151.76207,13580.41702,10715.84965,14713.75,-0.13204551,-0.174368646
48,12/23/2020,12461,12823,12677,12651.25,11693.11905,11772.35158,12291.20556,12611.6559,362,599.0291256,12291.20556,1.011777301,1.011777301,12890.23468,11692.17643,13249.65216,11332.75895,13668.97254,10913.43857,14713.75,-0.123932738,-0.164644937
49,1/4/2021,12522.5,12959.75,12676.25,12685.5,11778.59524,11811.06132,12418.88333,12713.24672,437.25,584.3219324,12418.88333,1.010387734,1.010387734,13003.20527,11834.5614,13353.79843,11483.96824,13762.82378,11074.94289,14713.75,-0.116254846,-0.155967491
50,1/11/2021,12491.25,13125,12682.75,12897,11863.08333,11872.26202,12562.34444,12842.53091,633.75,588.8153931,12562.34444,1.011551853,1.011551853,13151.15984,11973.52905,13504.44907,11620.23982,13916.61985,11208.06904,14713.75,-0.106199314,-0.146217351
51,1/19/2021,12727,13032.75,12910.75,12985.5,11951.2619,12341.2637,12682.75556,12963.74747,305.75,563.0821755,12682.75556,1.009585083,1.009585083,13245.83773,12119.67338,13583.68704,11781.82407,13977.84456,11387.66655,14713.75,-0.09976466,-0.138033774
52,1/26/2021,13017,13599.75,13030,13485.5,12042.85714,13039.32696,12877.27778,13181.10499,582.75,564.8701596,12877.27778,1.015337536,1.015337536,13442.14794,12312.40762,13781.07003,11973.48552,14176.47914,11578.07641,14713.75,-0.086422704,-0.124813336
53,2/2/2021,12727.25,13586.5,13551,13449,12112.25,13289.25584,13031.6,13343.23919,859.25,591.6319633,13031.6,1.011984072,1.011984072,13623.23196,12439.96804,13978.21114,12084.98886,14392.35352,11670.84648,14713.75,-0.074115575,-0.114325036
54,2/9/2021,13345.25,13735.25,13506,13680.25,12213.75,13680.25,13197.86667,13526.3182,390,573.3017848,13197.86667,1.01275873,1.01275873,13771.16845,12624.56488,14115.14952,12280.58381,14516.46077,11879.27256,14713.75,-0.064061273,-0.103024948
55,2/17/2021,13516.75,13900.5,13698,13699.75,12328.95238,13695.96084,13340.78889,13673.45791,383.75,556.0698043,13340.78889,1.010829191,1.010829191,13896.85869,12784.71908,14230.50058,12451.0772,14619.74944,12061.82834,14713.75,-0.055518906,-0.093311434
56,2/24/2021,12757.25,13729,13699.5,13302,12439.09524,13302,13374.54444,13686.50844,971.75,593.858913,13374.54444,1.002530252,1.002530252,13968.40336,12780.68553,14324.71871,12424.37018,14740.41994,12008.66894,14713.75,-0.05065647,-0.091017284
57,3/3/2021,12662.25,13353.75,13304.75,12681.75,12500.38095,12703.17098,13270.1,13533.56616,691.5,602.7353755,13270.1,0.992190804,0.992190804,13872.83538,12667.36462,14234.4766,12305.7234,14656.39136,11883.80864,14713.75,-0.057151618,-0.098115708
58,3/10/2021,12207.25,12993.25,12682,12749.25,12561.33333,12749.25,13178.47778,13416.14166,786,619.3957959,13178.47778,0.993095589,0.993095589,13797.87357,12559.08198,14169.51105,12187.4445,14603.08811,11753.86745,14713.75,-0.062246295,-0.104342688
59,3/17/2021,12724.25,13298,12795.25,13201.5,12613.86905,13197.2542,13175.88889,13425.15363,573.75,615.2461781,13175.88889,0.999803552,0.999803552,13791.13507,12560.64271,14160.28277,12191.495,14590.9551,11760.82268,14713.75,-0.062704269,-0.104518638
60,3/24/2021,12732.75,13279,13200.5,12794,12668.33333,12957.70976,13085.03333,13324.83666,546.25,608.9737983,13085.03333,0.993104408,0.993104408,13694.00713,12476.05954,14059.39141,12110.67526,14485.67307,11684.3936,14713.75,-0.069305437,-0.110693512
61,3/31/2021,12609.75,13158,12803,13089.75,12744.40476,13006.56165,13057.58333,13310.22424,548.25,603.453453,13057.58333,0.997902183,0.997902183,13661.03679,12454.12988,14023.10886,12092.05781,14445.52628,11669.64039,14713.75,-0.071546221,-0.112559114
62,4/8/2021,13090.25,13789.75,13094.5,13747.75,12872.2381,13073.6322,13170.52778,13457.30412,699.5,612.1849572,13170.52778,1.00864972,1.00864972,13782.71274,12558.34282,14150.02371,12191.03185,14578.55318,11762.50238,14713.75,-0.063276681,-0.104882999
63,4/15/2021,13648.25,14034.25,13786.5,14014,12976.69048,13183.93939,13330.08333,13640.27244,386,591.6226884,13330.08333,1.012114591,1.012114591,13921.70602,12738.46064,14276.67963,12383.48703,14690.81552,11969.35115,14713.75,-0.053830191,-0.094039022
64,4/22/2021,13700.5,14059.5,14002,13750.25,13059.79762,13208.32818,13429.47222,13720.35894,359,570.4751713,13429.47222,1.007455984,1.007455984,13999.94739,12858.99705,14342.2325,12516.71195,14741.56512,12117.37933,14713.75,-0.048512623,-0.087284192
65,4/29/2021,13737,14064,13757,13953.5,13157.33333,13238.89325,13568.38889,13831.54319,327,548.3410648,13568.38889,1.010344164,1.010344164,14116.72995,13020.04782,14445.73459,12691.04319,14829.57334,12307.20444,14713.75,-0.040575655,-0.07784291
66,5/6/2021,13380.75,13956.75,13948.25,13597.75,13211.78571,13247.74314,13621.67778,13829.08744,576,550.8555135,13621.67778,1.003927429,1.003927429,14172.53329,13070.82226,14503.0466,12740.30896,14888.64546,12354.7101,14713.75,-0.036783057,-0.074221203
67,5/13/2021,12915,13818,13614.5,13100.25,13246.70238,13243.34078,13555.11111,13697.59506,903,582.8686486,13555.11111,0.995113182,0.995113182,14137.97976,12972.24246,14487.70095,12622.52127,14895.709,12214.51322,14713.75,-0.039131441,-0.078745316
68,5/20/2021,12954.25,13522.75,13095,13486.5,13285.80952,13251.11901,13557.99444,13680.28305,568.5,581.5624078,13557.99444,1.000212712,1.000212712,14139.55685,12976.43204,14488.4943,12627.49459,14895.58798,12220.40091,14713.75,-0.039024256,-0.078549354
69,5/27/2021,13356.5,13738.75,13492.5,13665.5,13334.10714,13264.37432,13590.34444,13706.37623,382.25,563.443098,13590.34444,1.002386046,1.002386046,14153.78754,13026.90135,14491.8534,12688.83549,14886.26357,12294.42532,14713.75,-0.038057087,-0.07635073
70,6/4/2021,13462.25,13783.75,13694.75,13766.75,13385.59524,13305.5387,13623.57778,13749.24389,321.5,541.4482709,13623.57778,1.002445364,1.002445364,14165.02605,13082.12951,14489.89501,12757.26054,14868.9088,12378.24675,14713.75,-0.037293277,-0.074092072
71,6/11/2021,13691.5,13997.75,13773.25,13994.25,13437.84524,13364.03841,13687.26667,13837.50993,306.25,520.0666099,13687.26667,1.004674902,1.004674902,14207.33328,13167.20006,14519.37324,12855.16009,14883.41987,12491.11346,14713.75,-0.034417924,-0.069763543
72,6/18/2021,13840,14217.75,13999,14107.42969,13491.27046,13425.9882,13768.11372,13934.78025,377.75,507.1287363,13768.11372,1.005906734,1.005906734,14275.24245,13260.98498,14579.51969,12956.70774,14934.50981,12601.71762,14713.75,-0.029802569,-0.064268884
73,6/25/2021,13958.5,14422,14022.75,14339,13531.91332,13475.51294,13893.19861,14068.77921,463.5,503.1624875,13893.19861,1.009085115,1.009085115,14396.3611,13390.03612,14698.25859,13088.13863,15050.47233,12735.92489,14713.75,-0.021570905,-0.055767659
74,7/2/2021,14333.25,14729,14350,14713.75,13592.13951,13580.83941,14080.15017,14268.47332,395.75,493.3977159,14080.15017,1.013456337,1.013456337,14573.54789,13586.75246,14869.58652,13290.71383,15214.96492,12945.33543,14713.75,-0.009528646,-0.04306175
75,7/9/2021,,,,,,,,,,,14269.61742,,,14763.01514,13776.2197,15059.05376,13480.18107,15404.43217,13134.80267,14713.75,0.003348238,-0.030184867
76,7/16/2021,,,,,,,,,,,14461.6342,,,14955.03192,13968.23648,15251.07055,13672.19785,15596.44895,13326.81945,14713.75,0.016398397,-0.017134707
77,7/23/2021,,,,,,,,,,,14656.23482,,,15149.63254,14162.83711,15445.67117,13866.79848,15791.04957,13521.42008,14713.75,0.029624164,-0.003908941
78,7/30/2021,,,,,,,,,,,14853.45406,,,15346.85177,14360.05634,15642.8904,14064.01771,15988.26881,13718.63931,14713.75,0.043027901,0.009494796
79,8/6/2021,,,,,,,,,,,15053.32714,,,15546.72486,14559.92943,15842.76349,14263.8908,16188.14189,13918.5124,14713.75,0.056612003,0.023078898
80,8/13/2021,,,,,,,,,,,15255.88978,,,15749.2875,14762.49207,16045.32613,14466.45344,16390.70453,14121.07504,14713.75,0.070378897,0.036845793
81,8/20/2021,,,,,,,,,,,15461.17818,,,15954.57589,14967.78046,16250.61452,14671.74183,16595.99293,14326.36343,14713.75,0.084331044,0.050797939
82,8/27/2021,,,,,,,,,,,15669.229,,,16162.62672,15175.83129,16458.66535,14879.79266,16804.04375,14534.41426,14713.75,0.098470935,0.06493783
83,9/3/2021,,,,,,,,,,,15880.07943,,,16373.47714,15386.68171,16669.51577,15090.64308,17014.89418,14745.26468,14713.75,0.112801097,0.079267993
84,9/10/2021,,,,,,,,,,,16093.76713,,,16587.16485,15600.36941,16883.20347,15304.33078,17228.58188,14958.95238,14713.75,0.127324091,0.093790987
85,9/17/2021,,,,,,,,,,,16310.33028,,,16803.728,15816.93257,17099.76663,15520.89394,17445.14503,15175.51554,14713.75,0.142042511,0.108509407
86,9/24/2021,,,,,,,,,,,16529.80758,,,17023.2053,16036.40987,17319.24393,15740.37124,17664.62233,15394.99284,14713.75,0.156958987,0.123425883
87,10/1/2021,,,,,,,,,,,16752.23825,,,17245.63596,16258.84053,17541.67459,15962.8019,17887.05299,15617.4235,14713.75,0.172076185,0.13854308
88,10/8/2021,,,,,,,,,,,16977.66201,,,17471.05972,16484.26429,17767.09835,16188.22566,18112.47676,15842.84726,14713.75,0.187396804,0.1538637
89,10/15/2021,,,,,,,,,,,17206.11915,,,17699.51687,16712.72143,17995.5555,16416.6828,18340.9339,16071.3044,14713.75,0.202923583,0.169390478
90,10/22/2021,,,,,,,,,,,17437.65049,,,17931.0482,16944.25277,18227.08683,16648.21414,18572.46523,16302.83574,14713.75,0.218659295,0.185126191
91,10/29/2021,,,,,,,,,,,17672.29739,,,18165.69511,17178.89967,18461.73374,16882.86104,18807.11214,16537.48264,14713.75,0.234606753,0.201073648
92,11/5/2021,,,,,,,,,,,17910.10178,,,18403.49949,17416.70406,18699.53812,17120.66543,19044.91653,16775.28703,14713.75,0.250768804,0.2172357
93,11/12/2021,,,,,,,,,,,18151.10614,,,18644.50386,17657.70843,18940.54249,17361.6698,19285.92089,17016.2914,14713.75,0.267148338,0.233615234
94,11/19/2021,,,,,,,,,,,18395.35355,,,,,,,,,14713.75,,0.250215176
