,date,low,high,open,close,SMA,FRAMA,WMA,TEMA,ATR_diff,ATR,Line,line_change,change_SMA,upper_band,lower_band,upper_band_1,lower_band_1,upper_band_2,lower_band_2,recent_px,dist_to_upper,dist_to_lower,dist_to_line,etf,etf_upper,etf_lower,etf_line
29,2021-07-27,14668.25,15134.0,14729.75,14947.75,13813.904761904761,14471.412951373715,14617.144444444444,14827.86276104709,465.75,486.2102716926182,14617.144444444444,1.0099859044203001,1.0096599376332536,15103.354716137062,14130.934172751826,15395.080879152632,13839.208009736256,15735.428069337466,13498.860819551423,15744.25,-0.04070662520367352,-0.10247016067759174,-0.07158839294063268,146.2899932861328,128.42507750289323,101.31891593347127,114.87199671818223
30,2021-08-03,14811.25,15084.0,14875.75,15046.25,13937.297619047618,14697.839322443322,14747.083333333334,14964.369257052329,272.75,466.80479244783476,14747.083333333334,1.0088894851783636,1.0092549582590091,15213.888125781168,14280.2785408855,15493.971001249869,14000.195665416799,15820.734355963354,13673.432310703314,15744.25,-0.03368606787994555,-0.09298451556056975,-0.06333529172025765,146.2899932861328,131.50618935415247,105.48188081492263,118.49403508453754
31,2021-08-10,14994.5,15172.5,15038.0,15044.5,14032.357142857143,14883.143139716576,14846.455555555556,15068.512525897495,178.0,440.5498113162134,14846.455555555556,1.0067384322700346,1.0074554499061443,15287.00536687177,14405.905744239342,15551.335253661498,14141.575857449614,15859.720121582846,13833.190989528266,15744.25,-0.029042007915793366,-0.08500527213177245,-0.05702364002378291,146.2899932861328,133.54432785708113,108.98373121780416,121.26402953744264
32,2021-08-17,14897.0,15141.75,15045.0,14997.5,14137.214285714286,14997.5,14908.866666666667,15134.533536361412,244.75,422.74982846928486,14908.866666666667,1.0042037717943901,1.0050486586196048,15331.616495135951,14486.116838197382,15585.266392217523,14232.46694111581,15881.191272146021,13936.542061187312,15744.25,-0.02620852087994341,-0.07991064431793304,-0.05305958259893828,146.2899932861328,134.78786025543363,111.2196104238499,123.00373533964174
33,2021-08-24,14710.5,15384.0,14970.25,15355.5,14260.309523809523,15355.5,15023.483333333334,15274.018717893767,673.5,445.5452986084408,15023.483333333334,1.0076878188818288,1.0065264698526826,15469.028631941774,14577.938034724893,15736.35581110684,14310.610855559828,16048.237520132747,13998.72914653392,15744.25,-0.017480754437856794,-0.07407859791829441,-0.045779676178075546,146.2899932861328,138.618214938081,113.77912050979255,126.1986677239368
34,2021-08-31,15255.25,15677.25,15362.25,15582.5,14368.238095238095,15582.5,15156.266666666666,15439.513213138094,422.0,443.4048169167644,15156.266666666666,1.008838385239109,1.0084548631200156,15599.67148358343,14712.861849749903,15865.71437373349,14446.818959599843,16176.097745575224,14136.43558775811,15744.25,-0.009182940846122922,-0.06550887786017734,-0.037345909353150075,146.2899932861328,142.259876221954,117.5401133790905,129.89999480052228
35,2021-09-08,15523.75,15708.75,15599.5,15620.0,14453.5,15620.0,15272.772222222222,15577.325101664996,185.0,419.91346992433125,15272.772222222222,1.0076869560372534,1.0080707657712054,15692.685692146553,14852.85875229789,15944.633774101152,14600.910670343292,16238.573203048183,14306.97124139626,15744.25,-0.0032751199868806813,-0.056616939371650576,-0.02994602967926563,146.2899932861328,144.85264144345666,121.44251824445236,133.1475798439545
36,2021-09-15,15315.25,15675.75,15610.0,15504.0,14523.714285714286,15520.65068292803,15347.31111111111,15653.037404419105,360.5,414.51224538575565,15347.31111111111,1.0048805081228431,1.0058159907609798,15761.823356496865,14932.798865725355,16010.53070372832,14684.0915184939,16300.689275498347,14393.932946723873,15744.25,0.0011161761593512232,-0.05153952295438935,-0.025211673397519063,146.2899932861328,146.7798494947057,123.67084388522849,135.2253466899671
37,2021-09-22,14807.5,15547.0,15516.5,15163.5,14582.595238095239,15283.590122933707,15339.55,15620.750388051914,739.5,444.0565867143233,15339.55,0.999494301571466,1.0012897037552584,15783.606586714322,14895.493413285676,16050.040538742916,14629.059461257082,16360.880149442943,14318.219850557056,15744.25,0.0024997435072691143,-0.053908988152139625,-0.0257046223224352,146.2899932861328,147.38705566881916,122.63095674161666,135.00900620521793
38,2021-09-29,14711.0,15399.25,15178.25,14739.75,14624.964285714286,14904.989609119744,15237.244444444445,15479.342623551922,688.25,466.25598792211207,15237.244444444445,0.9933306025564274,0.9953851688947736,15703.500432366556,14770.988456522333,15983.254025119824,14491.234863769065,16309.633216665303,14164.855672223586,15744.25,-0.0025882190408208494,-0.06181695180638436,-0.03220258542360266,146.2899932861328,145.15410164781864,119.16038889195733,132.15724526988797
39,2021-10-06,14367.75,14883.5,14769.75,14759.0,14674.92857142857,14824.519001008586,15143.41111111111,15361.903909282648,515.75,470.7554435655564,15143.41111111111,0.9938418436696048,0.9936714299652123,15614.166554676667,14672.655667545554,15896.619820816,14390.20240140622,16226.148631311891,14060.67359091033,15744.25,-0.008262282758679018,-0.06806258363875362,-0.03816243319871637,146.2899932861328,142.66392541824695,116.41936857548245,129.54164699686467
40,2021-10-13,14585.5,15001.25,14768.0,14764.25,14740.511904761905,14801.820210535963,15057.011111111111,15261.572749850695,415.75,465.75494869596037,15057.011111111111,0.994294548344091,0.994143646785929,15522.76605980707,14591.256162415151,15802.219029024647,14311.803193197575,16128.24749311182,13985.774729110402,15744.25,-0.014067608186666858,-0.07323269368720953,-0.04365015093693814,146.2899932861328,140.11614236459448,114.1503624826509,127.13325242362272
41,2021-10-20,14767.5,15446.5,14770.25,15377.5,14834.440476190477,15006.289547796596,15099.488888888889,15329.874777084822,679.0,485.14086245087304,15099.488888888889,1.00282112947014,0.9999789357614569,15584.629751339762,14614.348026438016,15875.714268810287,14323.263508967491,16215.312872525898,13983.66490525188,15744.25,-0.010138320254076127,-0.07176600813388911,-0.04095216419398262,146.2899932861328,141.84058888042844,114.79404674189524,128.31731781116184
42,2021-10-27,15273.75,15717.5,15357.5,15587.25,14924.952380952382,15174.838613484604,15175.472222222223,15435.018392969165,443.75,481.37805677352094,15175.472222222223,1.0050321791613255,1.0042951625975969,15656.850278995744,14694.094165448701,15945.677113059855,14405.26733138459,16282.64175280132,14068.302691643124,15744.25,-0.005551215269336773,-0.06670091205051354,-0.03612606365992521,146.2899932861328,143.85373155268934,117.01696535798713,130.43534845533821
43,2021-11-03,15591.75,16145.75,15595.0,16129.75,15035.690476190477,15335.643187806156,15354.805555555555,15654.150139214575,554.0,487.98005161229173,15354.805555555555,1.0118173148556606,1.0095556029575488,15842.785607167847,14866.825503943262,16135.573638135222,14574.037472975888,16477.159674263825,14232.451436847285,15744.25,0.006258513880804006,-0.05572983762686301,-0.024735661873029557,146.2899932861328,149.03666714694478,121.83184056931962,135.43425385813217
44,2021-11-10,15896.5,16448.5,16129.5,15980.5,15124.059523809523,15375.508099172815,15492.127777777778,15792.21310599625,552.0,493.8000469202652,15492.127777777778,1.008943273278543,1.0099012871375823,15985.927824698043,14998.327730857513,16282.207852850202,14702.047702705353,16627.867885694388,14356.387669861168,15744.25,0.015350227841786301,-0.04737744059847171,-0.016013606378342704,146.2899932861328,153.02674746987938,125.49745688493907,139.26210217740922
45,2021-11-17,15976.0,16396.5,15989.0,16311.5,15227.940476190477,15425.699672556546,15687.638888888889,15983.870032621822,420.5,487.13640629115014,15687.638888888889,1.0126200295992625,1.0113944441590226,16174.77529518004,15200.502482597738,16467.05713895473,14908.220638823048,16808.052623358533,14567.225154419244,15744.25,0.02734492244343434,-0.03453626037456603,-0.003595668965565957,146.2899932861328,158.29085884811232,131.1330653911626,144.7119621196374
46,2021-11-24,16102.0,16767.5,16322.5,16366.0,15316.202380952382,15480.263897883668,15876.105555555556,16149.65262696091,665.5,503.3512784465001,15876.105555555556,1.0120137050579454,1.0122158132383845,16379.456834002056,15372.754277109056,16681.467601069955,15070.743510041155,17033.813495982507,14718.397615128606,15744.25,0.04034532187954687,-0.023595644307664365,0.008374838785941252,146.2899932861328,163.99634388679016,135.93457334408222,149.96545861543618
47,2021-12-01,15825.25,16456.25,16360.0,15869.75,15368.309523809523,15502.865195381286,15938.6,16155.37847710958,631.0,514.9557076786364,15938.6,1.0039363837828967,1.0066288242079129,16453.555707678635,15423.644292321364,16762.529132285817,15114.670867714181,17122.998127660863,14754.201872339137,15744.25,0.04505173048437583,-0.020363352187537487,0.012344189148419282,146.2899932861328,166.06184533639683,137.35312932173875,151.70748732906785
48,2021-12-08,15538.0,16436.75,15891.75,16392.25,15441.035714285714,15557.864023241293,16080.483333333334,16284.85172293397,898.75,549.8460978896694,16080.483333333334,1.0089018692566056,1.007246707432036,16630.329431223003,15530.637235443664,16960.237089956805,15200.729576709862,17345.12935847957,14815.837308187094,15744.25,0.056279558011528286,-0.01356766848572244,0.021355944762902812,146.2899932861328,170.98940177709179,140.33555089107838,155.66247633408503
49,2021-12-15,15738.5,16420.0,16380.5,16288.0,15515.57142857143,15603.645919966819,16165.222222222223,16359.193847580178,681.5,561.814634445154,16165.222222222223,1.0052696730025044,1.0064804050872047,16727.036856667375,15603.407587777068,17064.12563733447,15266.318807109976,17457.39588144608,14873.048562998369,15744.25,0.062421954470195384,-0.008945641248260916,0.026738156610967456,146.2899932861328,173.68511518718933,142.3640198916881,158.0245675394388
50,2021-12-21,15492.0,16459.25,16288.5,15744.25,15553.5,15660.315023162695,16107.35,16277.944972215979,967.25,598.67239495014,16107.35,0.99641995504753,0.9993698610325215,16706.02239495014,15508.677605049861,17065.225831920223,15149.474168079776,17484.296508385323,14730.40349161468,15744.25,0.061087215646991266,-0.014962439935223282,0.023062387855883992,146.2899932861328,173.0993383867335,139.72342757312887,156.4113829799312
51,2021-12-28,,,,,,,,,,,16097.200131102185,,,16695.872526052324,15498.527736152046,17055.07596302241,15139.32429918196,17474.146639487506,14720.253622716864,15744.25,0.06044254417024142,-0.015607111411972907,0.022417716379134367,146.2899932861328,172.81641142871703,139.44050061511248,156.12845602191481
52,2022-01-04,,,,,,,,,,,16087.056658032277,,,16685.729052982417,15488.384263082138,17044.9324899525,15129.180826112053,17464.0031664176,14710.110149646956,15744.25,0.05979827892611067,-0.016251376656103766,0.021773451135003397,146.2899932861328,172.53366275400188,139.1577519403973,155.84570734719958
53,2022-01-11,,,,,,,,,,,16076.919576760016,,,16675.591971710157,15478.247181809877,17034.79540868024,15119.043744839792,17453.86608514534,14699.973068374695,15744.25,0.059154419658615565,-0.016895235923598984,0.02112959186750829,146.2899932861328,172.25109225024468,138.87518143664005,155.56313684344235
54,2022-01-18,,,,,,,,,,,16066.788883257681,,,16665.461278207822,15468.116488307542,17024.664715177903,15108.913051337457,17443.735391643004,14689.84237487236,15744.25,0.05851096611193429,-0.017538689470280144,0.02048613832082702,146.2899932861328,171.96869980517286,138.59278899156826,155.28074439837053
55,2022-01-25,,,,,,,,,,,16056.66457350009,,,16655.33696845023,15457.99217854995,17014.540405420314,15098.788741579865,17433.61108188541,14679.718065114768,15744.25,0.05786791803040647,-0.018181737551807853,0.01984309023929942,146.2899932861328,171.68648530658476,138.3105744929802,154.99852989978254
56,2022-02-01,,,,,,,,,,,16046.546643464595,,,16645.219038414736,15447.874248514456,17004.422475384818,15088.67081154437,17423.493151849918,14669.600135079274,15744.25,0.05722527515853315,-0.018824380423681286,0.019200447367425877,146.2899932861328,171.40444864234956,138.028537828745,154.71649323554723
57,2022-02-08,,,,,,,,,,,16036.435089131086,,,16635.107484081225,15437.762694180947,16994.31092105131,15078.559257210862,17413.381597516407,14659.488580745765,15744.25,0.05658303724097524,-0.019466618341239084,0.01855820944986819,146.2899932861328,171.12258970040662,137.74667888680207,154.4346342936044
58,2022-02-15,,,,,,,,,,,16026.329906481984,,,16625.002301432123,15427.657511531845,16984.20573840221,15068.45407456176,17403.276414867305,14649.383398096663,15744.25,0.05594120402255576,-0.02010845155965868,0.017916376231448483,146.2899932861328,170.8409083687664,137.46499755516183,154.1529529619641
59,2022-02-22,,,,,,,,,,,16016.231091502243,,,16614.903486452382,15417.558696552103,16974.106923422467,15058.355259582018,17393.177599887564,14639.284583116922,15744.25,0.0552997752482578,-0.02074988033395664,0.017274947457150525,146.2899932861328,170.55940453550969,137.18349372190508,153.87144912870735
60,2022-03-01,,,,,,,,,,,16006.138640179346,,,16604.811035129485,15407.466245229207,16964.01447209957,15048.262808259122,17383.085148564667,14629.192131794025,15744.25,0.05465875066322523,-0.021390904918988984,0.01663392287211818,146.2899932861328,170.27807808878768,136.9021672751832,153.59012268198546
61,2022-03-08,,,,,,,,,,,15996.052548503305,,,16594.724943453446,15397.380153553166,16953.928380423527,15038.17671658308,17372.999056888628,14619.106040117984,15744.25,0.05401813001276312,-0.022031525569451316,0.015993302221655847,146.2899932861328,169.99692891682253,136.62101810321792,153.3089735100202
62,2022-03-15,,,,,,,,,,,15985.972812466658,,,16584.645207416797,15387.300417516519,16943.848644386882,15028.096980546434,17362.91932085198,14609.026304081337,15744.25,0.05337791304233597,-0.02267174253987847,0.015353085251228693,146.2899932861328,169.71595690790613,136.34004609430156,153.02800150110383
63,2022-03-22,,,,,,,,,,,15975.899428064471,,,16574.571823014612,15377.227033114332,16933.775259984694,15018.023596144247,17352.845936449794,14598.95291967915,15744.25,0.05273809949756969,-0.023311556084644747,0.014713271706462416,146.2899932861328,169.43516195040144,136.05925113679686,152.7472065435991
64,2022-03-29,,,,,,,,,,,15965.832391294329,,,16564.50478624447,15367.15999634419,16923.70822321455,15007.956559374104,17342.77889967965,14588.885882909008,15744.25,0.052098689124249864,-0.023950966457964684,0.01407386133314259,146.2899932861328,169.15454393274132,135.77863311913669,152.466588525939
65,2022-04-05,,,,,,,,,,,15955.771698156343,,,16554.444093106482,15357.099303206203,16913.647530076567,14997.895866236118,17332.718206541664,14578.825189771022,15744.25,0.051459681668322155,-0.02458997391389217,0.013434853877215103,146.2899932861328,168.87410274342895,135.4981919298244,152.18614733662673
66,2022-04-12,,,,,,,,,,,15945.717344653143,,,16544.389739603284,15347.044949703004,16903.593176573366,14987.841512732919,17322.663853038466,14568.770836267822,15744.25,0.050821076875893434,-0.025228578706321114,0.01279624908478616,146.2899932861328,168.5938382710383,135.21792745743363,151.90588286423596
67,2022-04-19,,,,,,,,,,,15935.669326789879,,,16534.34172174002,15336.99693183974,16893.5451587101,14977.793494869655,17312.615835175202,14558.722818404558,15744.25,0.05018287449322889,-0.025866781088985547,0.012158046702121617,146.2899932861328,168.31375040421273,134.93783959060812,151.6257949974104
68,2022-04-26,,,,,,,,,,,15925.627640574216,,,16524.300035524357,15326.955245624076,16883.503472494438,14967.751808653991,17302.57414895954,14548.681132188894,15744.25,0.04954507426675492,-0.02650458131545952,0.011520246475647644,146.2899932861328,168.0338390316664,134.6579282180618,151.3458836248641
69,2022-05-03,,,,,,,,,,,15915.592282016336,,,16514.264676966475,15316.919887066197,16873.46811393656,14957.716450096112,17292.538790401657,14538.645773631015,15744.25,0.048907675943056894,-0.02714197963915732,0.010882848151949842,146.2899932861328,167.75410404218326,134.37819322857877,151.06614863538104
70,2022-05-10,,,,,,,,,,,15905.563247128937,,,,,,,,,15744.25,,,0.010245851477773682,146.2899932861328,,,150.7865899178155
