,Date,Open,High,Low,Close,Adj Close,Volume
11,2021-06-21,14022.75,14422.0,13958.5,14339.0,14339.0,2080742
12,2021-06-28,14350.0,14729.0,14333.25,14713.75,14713.75,1994325
13,2021-07-06,14704.25,14790.0,14671.0,14779.0,14779.0,211628
