,date,low,high,open,close,SMA,FRAMA,WMA,TEMA,ATR_diff,ATR,Line,line_change,change_SMA,upper_band,lower_band,upper_band_1,lower_band_1,upper_band_2,lower_band_2,recent_px,dist_to_upper,dist_to_line,etf,etf_upper,etf_line
34,2020-10-12,11552.5,12197.0,11562.0,12098.25,11460.60997953869,11321.979100339799,11472.14021267361,11518.054242294702,644.5,443.6720027444071,11472.14021267361,1.014904588245884,1.0149045882458847,11915.812215418016,11028.468209929204,12182.015417064662,10762.265008282558,12492.585818985746,10451.694606361474,14744.25,-0.19183327633362046,-0.2219244646100269,127.62999725341797,103.14631672184382,99.30577844477398
35,2020-10-14,11901.75,12249.0,12100.0,11974.25,11500.6337890625,11339.11682275315,11597.383333333333,11643.911594060584,347.25,434.9063661312792,11597.383333333333,1.0109171539344823,1.010917153934483,12032.289699464613,11162.476967202054,12293.23351914338,10901.533147523287,12597.667975435275,10597.098691231391,14744.25,-0.18393341814845698,-0.2134300942175198,127.62999725341797,104.15457560031862,100.38991491463918
36,2020-10-16,11736.5,12022.0,11950.0,11798.0,11519.145693824405,11351.173488957194,11668.944444444445,11700.585764283393,285.5,421.3239692102538,11668.944444444445,1.0061704532008897,1.0061704532008904,12090.2684136547,11247.620475234191,12343.062795180851,10994.82609370804,12637.989573628029,10699.899315260862,14744.25,-0.1800011249365211,-0.20857660142466083,127.62999725341797,104.65645417215764,101.00936618646125
37,2020-10-20,11591.25,11950.5,11816.75,11660.75,11527.8837890625,11359.307281702984,11698.644444444444,11710.343742077137,359.25,415.68088110023075,11698.644444444444,1.0025452173623244,1.002545217362325,12114.325325544674,11282.963563344214,12363.733854204813,11033.555034684076,12654.710470974975,10742.578417913914,14744.25,-0.1783695118066586,-0.206562256849657,127.62999725341797,104.86469695144062,101.26645697903643
38,2020-10-22,11511.0,11779.25,11675.25,11649.75,11528.526646205357,11371.683018094453,11709.055555555555,11713.794744358558,268.25,402.2780737274825,11709.055555555555,1.0008899416646562,1.000889941664657,12111.333629283037,11306.777481828072,12352.700473519526,11065.410637591584,12634.295125128765,10783.815985982345,14744.25,-0.17857241777078947,-0.20585614354371673,127.62999725341797,104.8388000637959,101.35657821833419
39,2020-10-26,11343.25,11695.5,11669.25,11492.25,11504.764741443452,11376.820365638665,11682.3,11674.988257010717,352.25,397.73006702498407,11682.3,0.9977149689461623,0.9977149689461633,12080.030067024984,11284.569932975015,12318.668107239973,11045.931892760025,12597.079154157462,10767.520845842537,14744.25,-0.18069552082845963,-0.20767078691693375,127.62999725341797,104.56782842637674,101.12497528959457
40,2020-10-28,11123.75,11623.0,11499.5,11132.75,11463.85997953869,11363.69924323181,11581.755555555555,11550.593955684708,499.25,406.9591518408946,11581.755555555555,0.9913934375555803,0.9913934375555814,11988.71470739645,11174.796403714661,12232.890198500987,10930.620912610124,12517.761604789614,10645.749506321497,14744.25,-0.18688880699957955,-0.21449001776587107,127.62999725341797,103.77737932936706,100.25463687507427
41,2020-10-30,10944.5,11457.75,11180.5,11046.25,11403.56236049107,11307.820428939809,11466.144444444444,11425.55841498539,513.25,416.62195621899514,11466.144444444444,0.990017824969924,0.9900178249699251,11882.766400663439,11049.52248822545,12132.739574394836,10799.549314494052,12424.374943748133,10507.913945140755,14744.25,-0.1940745442688886,-0.22233111589640409,127.62999725341797,102.86026370142137,99.25387754221056
42,2020-11-03,10942.25,11347.0,11034.5,11265.75,11378.098074776786,11300.41500669977,11399.488888888889,11377.93301699936,404.75,415.5426874718138,11399.488888888889,0.9941867507531835,0.9941867507531846,11815.031576360703,10983.946201417075,12064.357188843791,10734.620588933987,12355.237070074061,10443.740707703717,14744.25,-0.19866852662151668,-0.22685189895119184,127.62999725341797,102.2739337463732,98.6768900133447
43,2020-11-05,11230.25,12119.5,11264.0,12076.5,11426.479027157739,11380.376012491053,11501.055555555555,11543.387482840375,889.25,458.6069886107398,11501.055555555555,1.0089097561878992,1.0089097561879004,11959.662544166295,11042.448566944815,12234.826737332738,10767.284373778371,12555.851629360255,10446.259481750854,14744.25,-0.18885921330916833,-0.2199633378737098,127.62999725341797,103.52589637748613,99.55607704474373
44,2020-11-09,11812.25,12408.75,12088.5,11820.5,11457.06236049107,11387.694519987119,11551.905555555555,11614.981647424112,596.5,471.1427169188544,11551.905555555555,1.0044213333075709,1.0044213333075722,12023.048272474409,11080.762838636701,12305.733902625721,10798.077208485389,12635.53380446892,10468.27730664219,14744.25,-0.18456019991017458,-0.21651453579832447,127.62999725341797,104.07457944579211,99.99624764415275
45,2020-11-11,11503.25,11917.75,11863.5,11886.0,11485.895693824405,11395.98048597467,11619.272222222222,11689.739447271179,414.5,465.99337901714034,11619.272222222222,1.0058316497085857,1.0058316497085869,12085.265601239362,11153.278843205082,12364.861628649647,10873.682815794797,12691.056993961645,10547.487450482799,14744.25,-0.18034043093142327,-0.21194552301933145,127.62999725341797,104.6131485489602,100.57939073258646
46,2020-11-13,11775.75,11975.75,11898.5,11933.5,11517.550455729166,11404.918514131099,11694.183333333332,11762.27035554451,200.0,441.81216274285487,11694.183333333332,1.0064471431324107,1.0064471431324118,12135.995496076188,11252.371170590477,12401.0827937219,10987.283872944765,12710.351307641899,10678.015359024766,14744.25,-0.17689977475448482,-0.2068648230101,127.62999725341797,105.05227948737281,101.22784046081011
47,2020-11-17,11851.75,12096.25,11957.25,11975.0,11557.083333333334,11414.397992064836,11771.333333333334,11831.170673743774,244.5,423.8746934025953,11771.333333333334,1.006597296946773,1.0065972969467738,12195.208026735929,11347.458639930739,12449.532842777486,11093.133823889182,12746.245128159304,10796.421538507364,14744.25,-0.1728838003468519,-0.20163227472856649,127.62999725341797,105.5648382899888,101.89567058361061
48,2020-11-19,11804.5,12027.5,11972.0,11987.25,11596.97619047619,11425.917725201534,11843.705555555556,11889.483522989247,223.0,405.61335763872296,11843.705555555556,1.0061481754167374,1.0061481754167383,12249.31891319428,11438.092197916832,12492.686927777513,11194.7241833336,12776.616278124618,10910.794832986494,14744.25,-0.16921383500725506,-0.19672376990653606,127.62999725341797,106.03323595620168,102.52214304056474
49,2020-11-23,11808.25,12021.0,11960.0,11905.25,11645.238095238095,11435.556828867047,11888.677777777777,11915.243461634534,212.75,388.08032512611175,11888.677777777777,1.0037971411912656,1.0037971411912665,12276.758102903888,11500.597452651666,12509.606297979555,11267.749257575999,12781.262525567834,10996.09302998772,14744.25,-0.16735282548085606,-0.1936736166452836,127.62999725341797,106.27075659694458,102.9114340929209
50,2020-11-25,11872.75,12177.75,11909.75,12152.25,11681.309523809523,11446.692520530276,11965.883333333333,11996.48891618854,305.0,380.52756829646523,11965.883333333333,1.0064940405483835,1.0064940405483844,12346.410901629799,11585.355765036868,12574.727442607678,11357.039224058988,12841.096740415203,11090.669926251463,14744.25,-0.1626287602536719,-0.1884373004165466,127.62999725341797,106.87368902891505,103.57974511881262
51,2020-12-01,12086.0,12512.25,12286.5,12452.25,11731.07142857143,11492.616758728878,12078.511111111111,12136.564479199831,426.25,384.68415299678657,12078.511111111111,1.0094124081474227,1.0094124081474234,12463.195264107897,11693.826958114325,12694.00575590597,11463.016466316252,12963.28466300372,11193.737559218502,14744.25,-0.15470808863740804,-0.1807985410508428,127.62999725341797,107.88460432554403,104.55467995567693
52,2020-12-03,12312.5,12540.25,12456.25,12462.25,11789.595238095239,11788.001692327549,12166.772222222222,12252.164434761353,227.75,370.4174118152605,12166.772222222222,1.0073072840103545,1.0073072840103552,12537.189634037482,11796.354810406961,12759.440081126639,11574.104363317805,13018.73226939732,11314.812175047124,14744.25,-0.1496895648108597,-0.1748124033286046,127.62999725341797,108.52511850774262,105.31869069672477
53,2020-12-07,12448.5,12612.25,12487.0,12596.0,11852.559523809523,12058.567354885665,12273.211111111112,12378.045678259528,163.75,351.6294652866004,12273.211111111112,1.008748325927766,1.0087483259277665,12624.840576397712,11921.581645824512,12835.818255569673,11710.60396665255,13081.958881270293,11464.46334095193,14744.25,-0.1437448105941156,-0.16759339328137335,127.62999725341797,109.2838474720979,106.24005292922529
54,2020-12-09,12306.75,12675.0,12574.0,12367.0,11891.988095238095,12201.462593228793,12316.616666666667,12421.338083578365,368.25,353.14042298781857,12316.616666666667,1.0035366095443645,1.003536609544365,12669.757089654486,11963.476243678848,12881.641343447176,11751.591989886158,13128.83963953865,11504.393693794684,14744.25,-0.14069843568479334,-0.16464949613126023,127.62999725341797,109.67265629340758,106.61578251440858
55,2020-12-11,12218.25,12449.0,12342.75,12368.0,11904.833333333334,12284.529519198331,12349.533333333333,12453.746429833322,230.75,342.0140208980169,12349.533333333333,1.0026725412958375,1.0026725412958382,12691.54735423135,12007.519312435315,12896.75576677016,11802.310899896505,13136.16558139877,11562.901085267895,14744.25,-0.13922055348821738,-0.16241698741317245,127.62999725341797,109.86127839409745,106.90071759596634
56,2020-12-15,12386.5,12604.75,12405.5,12591.75,11934.238095238095,12437.767529984329,12417.544444444444,12532.81009058215,218.25,330.7627462709244,12417.544444444444,1.0055071806581986,1.0055071806581992,12748.307190715368,12086.78169817352,12946.764838477922,11888.324050410965,13178.29876086757,11656.790128021317,14744.25,-0.13537092827947383,-0.1578042664466186,127.62999725341797,110.35260604891609,107.4894391602584
57,2020-12-17,12567.75,12766.25,12599.5,12751.0,11979.619047619048,12603.717651909674,12503.7,12634.196520849913,198.5,318.73886024629496,12503.7,1.0069382119742767,1.0069382119742774,12822.438860246295,12184.961139753706,13013.682176394073,11993.717823605928,13236.799378566478,11770.600621433523,14744.25,-0.13034309237524488,-0.15196093392339383,127.62999725341797,110.99430873156346,108.23522367414839
58,2020-12-21,12461.0,12823.0,12744.25,12683.5,12028.32142857143,12645.986227681584,12559.383333333333,12697.194931742779,362.0,322.6716911329954,12559.383333333333,1.0044533484755178,1.0044533484755185,12882.055024466328,12236.711642200338,13075.658039146127,12043.10862752054,13301.528222939223,11817.238443727443,14744.25,-0.12629974230860652,-0.14818432044130203,127.62999725341797,111.51036148946312,108.71723284249498
59,2020-12-23,12593.5,12760.0,12698.25,12651.25,12076.011904761905,12651.25,12591.322222222223,12737.126862752,166.5,308.47426466635943,12591.322222222223,1.002543030023148,1.0025430300231484,12899.796486888583,12282.847957555863,13084.881045688398,12097.763398756048,13300.81303095485,11881.831413489595,14744.25,-0.12509646222164006,-0.14601812759399613,127.62999725341797,111.66393612365775,108.993704029647
60,2020-12-29,12655.25,12918.25,12676.25,12841.0,12140.238095238095,12841.0,12650.122222222222,12813.35934625959,263.0,304.34024060578133,12650.122222222222,1.0046698828734781,1.0046698828734788,12954.462462828003,12345.781981616441,13137.066607191473,12163.177837252972,13350.104775615519,11950.139668828926,14744.25,-0.12138884902060099,-0.14203013227378658,127.62999725341797,112.13713878632309,109.502691861412
61,2020-12-31,12796.5,12909.75,12860.75,12885.5,12223.702380952382,12872.661027702747,12709.183333333332,12883.294990059216,113.25,286.9684005507103,12709.183333333332,1.0046688174290805,1.0046688174290814,12996.151733884042,12422.214932782623,13168.332774214468,12250.033892452197,13369.210654599967,12049.156012066698,14744.25,-0.11856135551933522,-0.1380244276017205,127.62999725341797,112.4980117741237,110.01393993770579
62,2021-01-05,12522.5,12959.75,12889.0,12793.5,12306.904761904761,12827.82528386664,12740.43888888889,12913.891882864487,437.25,300.6303641370094,12740.43888888889,1.002459289061759,1.0024592890617599,13041.069253025898,12439.808524751881,13221.447471508105,12259.430306269674,13431.888726404011,12048.989051373768,14744.25,-0.11551491238781908,-0.13590458050501786,127.62999725341797,112.8868293026318,110.28449601683562
63,2021-01-07,12491.25,12959.0,12800.25,12928.0,12386.059523809523,12856.603288988732,12794.205555555556,12968.452356949927,467.75,315.82305830637216,12794.205555555556,1.0042201581229322,1.004220158122933,13110.028613861929,12478.382497249184,13299.522448845752,12288.88866226536,13520.598589660212,12067.8125214509,14744.25,-0.11083787823307878,-0.13225796120144762,127.62999725341797,113.48375915895545,110.74991402853455
64,2021-01-11,12871.75,13125.0,12927.0,12897.0,12425.130952380952,12867.468560054087,12829.305555555555,13001.60345982348,253.25,310.1345984603383,12829.305555555555,1.0027434294257338,1.0027434294257347,13139.440154015892,12519.170957095217,13325.520913092096,12333.090198019014,13542.615132014333,12115.995979096777,14744.25,-0.10884309788453861,-0.12987737215826134,127.62999725341797,113.7383529693608,111.05374860157794
65,2021-01-13,12767.25,13003.0,12910.75,12972.25,12479.97619047619,12969.521890774226,12867.7,13043.574818408888,235.75,303.37236223667117,12867.7,1.0029927141635362,1.002992714163537,13171.072362236671,12564.32763776333,13353.095779578674,12382.304220421327,13565.456433144343,12169.943566855658,14744.25,-0.10669770505541676,-0.12727334384590594,127.62999725341797,114.01216945024913,111.38610072793168
66,2021-01-15,12743.5,13028.75,12975.5,12802.25,12523.607142857143,12802.25,12863.638888888889,13031.808186848712,285.25,301.72487476061013,12863.638888888889,0.999684394949283,0.9996843949492837,13165.363763649499,12561.914014128279,13346.398688505866,12380.879089271912,13557.606100838291,12169.671676939486,14744.25,-0.10708487962090318,-0.12754878078648368,127.62999725341797,113.9627543615195,111.35094671196225
67,2021-01-20,12727.0,13327.0,12774.25,13294.25,12588.404761904761,13112.763114175003,12956.83888888889,13140.68986657055,600.0,328.8407952369183,12956.83888888889,1.0072452282596727,1.0072452282596736,13285.679684125807,12627.998093651971,13482.98416126796,12430.69361650982,13713.172717933801,12200.505059843978,14744.25,-0.09892468697113743,-0.12122767255785205,127.62999725341797,115.00423972699646,112.15770973782107
68,2021-01-22,13283.25,13423.5,13288.5,13361.5,12654.42857142857,13273.008965353578,13049.916666666666,13243.450429704199,140.25,311.69617748810754,13049.916666666666,1.0071836794897246,1.0071836794897253,13361.612844154773,12738.220489178559,13548.630550647638,12551.202782685694,13766.817874889313,12333.015458444019,14744.25,-0.0937746684873918,-0.11491485381306843,127.62999725341797,115.66153657193198,112.96341477687912
69,2021-01-26,13189.0,13599.75,13370.0,13485.5,12725.77380952381,13485.5,13152.011111111111,13355.00483269572,410.75,320.7010704437341,13152.011111111111,1.0078233790339233,1.0078233790339242,13472.712181554845,12831.310040667377,13665.132823821086,12638.889398401136,13889.6235731317,12414.398649090523,14744.25,-0.08623957260933279,-0.1079904972371527,127.62999725341797,116.62324083815288,113.84717038764492
70,2021-01-28,12884.75,13586.5,13551.0,13186.0,12786.761904761905,13258.238174364156,13179.883333333333,13368.123436399048,701.75,355.3418822215765,13179.883333333333,1.002119236517271,1.0021192365172722,13535.22521555491,12824.541451111756,13748.430344887856,12611.33632177881,13997.169662442959,12362.597004223708,14744.25,-0.08199974799973475,-0.10610011812514486,127.62999725341797,117.16436964143085,114.0884394685184
71,2021-02-01,12727.25,13271.5,13156.0,13236.5,12838.392857142857,13245.373361278123,13211.177777777777,13387.016698887684,544.25,372.5153474741605,13211.177777777777,1.0023744098223766,1.0023744098223775,13583.693125251937,12838.662430303617,13807.202333736434,12615.15322181912,14067.963076968346,12354.392478587208,14744.25,-0.07871250655327078,-0.1039776334653999,127.62999725341797,117.58392025821438,114.35933217981209
72,2021-02-03,13230.5,13584.5,13232.5,13394.25,12883.25,13337.825299104714,13264.177777777777,13437.565393532002,354.0,370.8321340674186,13264.177777777777,1.0040117543561597,1.0040117543561609,13635.009911845196,12893.345643710358,13857.509192285646,12670.846363269908,14117.09168613284,12411.263869422713,14744.25,-0.07523204558758867,-0.10038301183323828,127.62999725341797,118.02813148170502,114.81811372885194
73,2021-02-05,13345.25,13638.5,13429.5,13598.0,12937.333333333334,13474.262201787778,13347.566666666668,13525.803601988146,293.25,363.7792127885624,13347.566666666668,1.006286774068167,1.0062867740681682,13711.34587945523,12983.787453878105,13929.613407128367,12765.519926204968,14184.258856080362,12510.874477252974,14744.25,-0.07005470746526754,-0.09472732308074894,127.62999725341797,118.68891513203687,115.53994926879834
74,2021-02-09,13596.0,13735.25,13623.75,13680.25,12988.964285714286,13586.488794332046,13431.827777777778,13614.859076543164,139.25,343.3674661714204,13431.827777777778,1.0063128443719662,1.0063128443719676,13775.1952439492,13088.460311606357,13981.21572365205,12882.439831903506,14221.572949972046,12642.082605583511,14744.25,-0.06572424884621464,-0.08901247755716446,127.62999725341797,119.24161155369264,116.26933498727713
